"","...1","X","datecollected","latitude","longitude","project_shortcode","catalogNumber","length","timeofday","interaction_order","data_source","mean.chlorophyll","zone","date","temp","bottom_temp","salinity","east_velo","north_velo","region"
"537",537,537,2011-05-23,30.074,-84.185,"USMCOB","USMCOB-RC50812",0.64,00:00:00,1,"mark-recapture",NA,7,2011-05-23,26.6896267533302,26.3563646301627,34.4264045823365,0.00122074037790298,0.0256355479359627,"FL_Panhandle"
"538",538,538,2011-06-05,30.074,-84.185,"USMCOB","USMCOB-RC50812",0.86,00:00:00,2,"mark-recapture",NA,7,2011-06-05,29.9878231063485,29.7534409537911,34.5423749182373,-0.00366222113370895,0.0158696249127388,"FL_Panhandle"
"539",539,539,2011-06-07,29.836,-88.557,"USMCOB","USMCOB-RC47656",NA,00:00:00,2,"mark-recapture",NA,11,2011-06-07,29.8633075878024,22.1872920915484,19.2175053991377,-0.0579851679503918,-0.0164799951016903,"NCentral_GOA_Shelf"
"540",540,540,2011-06-08,30.074,-84.185,"USMCOB","USMCOB-RC53290",0.7,00:00:00,1,"mark-recapture",NA,7,2011-06-08,30.2346568107605,30.2346568107605,34.5988341607153,-0.0683614611625671,-0.00976592302322388,"FL_Panhandle"
"541",541,541,2011-06-10,29.347,-87.387,"USMCOB","USMCOB-RC46648",NA,00:00:00,2,"mark-recapture",0.452546000480652,10,2011-06-10,28.3486129269004,9.00256356596947,31.3440351281315,-0.0787377543747425,-0.0476088747382164,"FL_Panhandle"
"542",542,542,2011-06-12,30.129,-87.893,"USMCOB","USMCOB-RC49426",0.96,00:00:00,2,"mark-recapture",1.14220371842384,10,2011-06-12,30.1233252882957,27.4945829585195,18.0333872325718,0.0750755332410336,-0.0872829370200634,"NCentral_GOA_Shelf"
"543",543,543,2011-06-19,30.108169,-88.02109,"USMCOB","USMCOB-RC44885",1.02,00:00:00,2,"mark-recapture",10.9047355651855,11,2011-06-19,29.2451246604323,24.3209021240473,18.094424251467,0.335703603923321,-0.0634784996509552,"NCentral_GOA_Shelf"
"544",544,544,2011-06-20,28.459,-90.584,"USMCOB","USMCOB-RC51366",NA,00:00:00,2,"mark-recapture",NA,14,2011-06-20,29.0231940597296,23.6133610010147,35.4060487356037,0.116580706089735,0.0939970090985298,"NCentral_GOA_Shelf"
"545",545,545,2011-06-23,29.068,-90.104,"USMCOB","USMCOB-RC48626",NA,00:00:00,2,"mark-recapture",NA,13,2011-06-23,30.054475530982,29.8010498285294,22.7851191535592,0.190435498952866,0.160527359694242,"NCentral_GOA_Shelf"
"546",546,546,2011-07-03,30.031,-88.215,"USMCOB","USMCOB-RC51299",NA,00:00:00,2,"mark-recapture",NA,11,2011-07-03,30.5554673820734,23.1372722536325,21.8970305286348,-0.0561540573835373,0.0445570237934589,"NCentral_GOA_Shelf"
"547",547,547,2011-07-10,28.84,-89.459,"USMCOB","USMCOB-RC52033",1.17,00:00:00,2,"mark-recapture",14.6929035186768,12,2011-07-10,30.6001464799047,21.0461439862847,29.3832208961248,-0.0274666585028172,0.0787377543747425,"NCentral_GOA_Shelf"
"548",548,548,2011-07-14,26.183,-97.05,"USMCOB","USMCOB-RC47882",1.04,00:00:00,2,"mark-recapture",0.556171000003815,21,2011-07-14,28.5932492986321,26.5292214676738,35.6868190225214,-0.00488296151161194,0.18005920574069,"TX_Shelf"
"549",549,549,2011-07-14,28.442,-90.2,"USMCOB","USMCOB-RC50662",1.07,00:00:00,2,"mark-recapture",NA,13,2011-07-14,30.4031189829111,20.7004303112626,33.9793084189296,0.283822137862444,-0.0146488845348358,"NCentral_GOA_Shelf"
"550",550,550,2011-07-19,26.183,-97.05,"USMCOB","USMCOB-RC51959",0.84,00:00:00,1,"mark-recapture",NA,21,2011-07-19,28.0146183595061,23.1797540187836,36.0774559434503,0.0103762932121754,0.0762962736189365,"TX_Shelf"
"551",551,551,2011-07-21,26.113,-97.15,"USMCOB","USMCOB-RC51959",0.98,00:00:00,2,"mark-recapture",NA,21,2011-07-21,28.6723532751203,28.6657612770796,36.1171300057322,0.0189214758574963,0.170293282717466,"TX_Shelf"
"552",552,552,2011-07-29,29.963611,-84.308889,"USMCOB","USMCOB-RC52539",0.74,00:00:00,1,"mark-recapture",NA,7,2011-07-29,30.8411206305027,30.7473677694798,34.3012786936015,-0.0775170139968395,-0.0524918362498283,"FL_Panhandle"
"553",553,553,2011-08-18,26.05,-97.1,"USMCOB","USMCOB-RC51912",0.49,00:00:00,1,"mark-recapture",NA,21,2011-08-18,27.285836353898,23.0955229327083,36.4375743549317,0.00976592302322388,0.11841181665659,"TX_Shelf"
"554",554,554,2011-09-24,28.257833,-82.9535,"USMCOB","USMCOB-RC50805",0.91,00:00:00,2,"mark-recapture",3.30250179767609,6,2011-09-24,29.3733024001122,29.2326731085777,36.6664631757885,0.00732444226741791,0.038453321903944,"WFL_Shelf"
"555",555,555,2011-10-15,26.03,-97.06,"USMCOB","USMCOB-RC51912",0.65,00:00:00,2,"mark-recapture",3.03046607971191,21,2011-10-15,27.3034150153399,27.2440870329738,35.2488784119487,-0.0427259132266045,-0.0775170139968395,"MX_Shelf"
"556",556,556,2012-03-14,28.303083,-80.483767,"USMCOB","USMCOB-RC53107",0.79,00:00:00,1,"mark-recapture",NA,6,2012-03-14,22.0539872422814,21.9441206082702,36.188848502934,0.0616473890841007,0.165410321205854,"EFL_Shelf"
"557",557,557,2012-03-17,28.406,-80.584,"USMCOB","USMCOB-RC52057",0.93,00:00:00,2,"mark-recapture",NA,6,2012-03-17,NA,NA,NA,NA,NA,"EFL_Shelf"
"558",558,558,2012-04-04,26.05,-97.1,"USMCOB","USMCOB-RC53530",0.45,00:00:00,1,"mark-recapture",NA,21,2012-04-04,23.1651051342487,20.5436872467399,34.0205084066838,-0.0158696249127388,0.136112552136183,"TX_Shelf"
"559",559,559,2012-04-05,30.334,-88.565,"USMCOB","USMCOB-RC53151",0.91,00:00:00,1,"mark-recapture",NA,11,2012-04-05,24.2586443647742,25.0474867969751,10.3823969140649,0.322885829955339,-0.0750755332410336,"NCentral_GOA_Shelf"
"560",560,560,2012-04-06,26.03,-97.06,"USMCOB","USMCOB-RC53530",NA,00:00:00,2,"mark-recapture",NA,21,2012-04-06,24.0205999910831,20.5136570334435,34.1700491029769,-0.0317392498254776,0.080568864941597,"MX_Shelf"
"561",561,561,2012-04-06,30.333,-87.15,"USMCOB","USMCOB-RC54003",1.22,00:00:00,1,"mark-recapture",NA,10,2012-04-06,23.0127567350864,22.9468367546797,32.3755607474595,0.136722922325134,-0.186162907630205,"FL_Panhandle"
"562",562,562,2012-04-07,30.333,-87.15,"USMCOB","USMCOB-RC54004",1.04,00:00:00,1,"mark-recapture",NA,10,2012-04-07,22.3550218194723,22.9548936411738,33.4055604413152,-0.0537125766277313,0.0921658985316753,"FL_Panhandle"
"563",563,563,2012-04-07,30.378,-86.862,"USMCOB","USMCOB-RC44544",1.05,00:00:00,2,"mark-recapture",NA,9,2012-04-07,22.6348155140877,22.7373577058315,35.000152559951,-0.0445570237934589,0.0482192449271679,"FL_Panhandle"
"564",564,564,2012-04-11,29.951,-84.081,"USMCOB","USMCOB-RC51593",0.94,00:00:00,1,"mark-recapture",6.11598610877991,7,2012-04-11,23.6529129892588,23.6192205548286,35.3434857912362,0.0610370188951492,-0.0183111056685448,"FL_Panhandle"
"565",565,565,2012-04-11,30.378,-86.862,"USMCOB","USMCOB-RC53170",0.89,00:00:00,1,"mark-recapture",NA,9,2012-04-11,22.6003906354308,22.491988889873,35.024567367509,0.0640888698399067,-0.0323496200144291,"FL_Panhandle"
"566",566,566,2012-04-12,30.378,-86.862,"USMCOB","USMCOB-RC54010",1.02,00:00:00,1,"mark-recapture",NA,9,2012-04-12,22.4399853497744,22.4517044574022,34.98031552881,-0.00976592302322388,0.00061037018895149,"FL_Panhandle"
"567",567,567,2012-04-12,30.378,-86.862,"USMCOB","USMCOB-RC54025",1.12,00:00:00,1,"mark-recapture",NA,9,2012-04-12,22.4399853497744,22.4517044574022,34.98031552881,-0.00976592302322388,0.00061037018895149,"FL_Panhandle"
"568",568,568,2012-04-14,28.744,-90.02,"USMCOB","USMCOB-RC46657",NA,00:00:00,2,"mark-recapture",1.56347679098447,13,2012-04-14,24.0997039675713,21.6987517923117,33.8297677226365,-0.123905148357153,0.0500503554940224,"NCentral_GOA_Shelf"
"569",569,569,2012-04-14,30.333,-87.15,"USMCOB","USMCOB-RC54112",0.67,00:00:00,1,"mark-recapture",NA,10,2012-04-14,21.8459730818868,23.6140934452415,30.0363169983029,-0.0195318460464478,0.0836207158863544,"FL_Panhandle"
"570",570,570,2012-04-26,30.043,-88.878,"USMCOB","USMCOB-RC54241",0.81,00:00:00,1,"mark-recapture",4.69804501533508,11,2012-04-26,21.8130130916834,22.7373577058315,15.4301583766937,0.189825128763914,0.155644398182631,"NCentral_GOA_Shelf"
"571",571,571,2012-04-27,28.255333,-82.953883,"USMCOB","USMCOB-RC50808",0.97,00:00:00,1,"mark-recapture",1.92825621366501,6,2012-04-27,23.4097415059805,23.1358073651791,35.6929227244109,0.0122074037790298,0.0494399853050709,"WFL_Shelf"
"572",572,572,2012-04-28,29.951,-84.081,"USMCOB","USMCOB-RC52539",0.92,00:00:00,2,"mark-recapture",5.74827498197556,7,2012-04-28,23.0728171616793,22.829645678401,35.3480635676533,-0.0640888698399067,0.0207525864243507,"FL_Panhandle"
"573",573,573,2012-04-28,30.378,-86.862,"USMCOB","USMCOB-RC54030",0.99,00:00:00,1,"mark-recapture",NA,9,2012-04-28,22.781304359436,22.6663106158376,34.6003600861877,0.00427259132266045,0.037232581526041,"FL_Panhandle"
"574",574,574,2012-04-29,30.153,-88.565,"USMCOB","USMCOB-RC54341",0.66,00:00:00,1,"mark-recapture",NA,11,2012-04-29,22.738822594285,22.7432172596455,16.4082766044885,0.0280770286917686,0.0402844324707985,"NCentral_GOA_Shelf"
"575",575,575,2012-04-29,30.333,-87.15,"USMCOB","USMCOB-RC46667",0.97,00:00:00,1,"mark-recapture",NA,10,2012-04-29,23.0296029523015,23.98983733356,27.1004363894463,0.0573747977614403,0.0402844324707985,"FL_Panhandle"
"576",576,576,2012-04-30,29.902,-81.255,"USMCOB","USMCOB-RC53105",1.02,00:00:00,2,"mark-recapture",NA,7,2012-04-30,24.2000488266349,24.0037537738681,36.188848502934,-0.0347911007702351,0.139774773269892,"EFL_Shelf"
"577",577,577,2012-04-30,30.38,-86.5,"USMCOB","USMCOB-RC47544",1.22,00:00:00,2,"mark-recapture",NA,9,2012-04-30,23.8477431535721,23.4822534844279,34.8628192674369,-0.113528855144978,0.0201422162353992,"FL_Panhandle"
"578",578,578,2012-05-05,28.7919,-82.9763,"USMCOB","USMCOB-RC54484",0.94,00:00:00,1,"mark-recapture",NA,6,2012-05-05,26.3973815068603,26.1505478024483,35.4380931705236,-0.0122074037790298,0.0573747977614403,"WFL_Shelf"
"579",579,579,2012-05-19,30.12,-88.543,"USMCOB","USMCOB-RC54241",0.9,00:00:00,2,"mark-recapture",1.75520435969035,11,2012-05-19,26.2801904305816,22.5769524201751,15.753654576838,-0.0750755332410336,0.0366222113370895,"NCentral_GOA_Shelf"
"580",580,580,2012-06-08,29.095,-90.194,"USMCOB","USMCOB-RC47527",1.14,00:00:00,2,"mark-recapture",NA,13,2012-06-08,29.7534409537911,29.4253059402108,19.5425275247544,0.158085878938437,0.0183111056685448,"NCentral_GOA_Shelf"
"581",581,581,2012-06-09,28.712,-94.753,"USMCOB","USMCOB-RC51760",1.24,00:00:00,2,"mark-recapture",NA,18,2012-06-09,28.111300997436,26.5336161330342,31.6553239244968,-0.00610370188951492,0.0305185094475746,"TX_Shelf"
"582",582,582,2012-06-10,28.468,-93.788,"USMCOB","USMCOB-RC54003",1.37,00:00:00,2,"mark-recapture",NA,17,2012-06-10,28.2577898427844,23.4221930578351,32.5037384871393,0.148319955915213,0.0109866634011269,"TX_Shelf"
"583",583,583,2012-06-10,28.838733,-82.977533,"USMCOB","USMCOB-RC54257",0.69,00:00:00,1,"mark-recapture",NA,6,2012-06-10,28.3303018212318,28.3207800462842,35.1329080760479,-0.0512710958719254,0.117191076278687,"WFL_Shelf"
"584",584,584,2012-06-12,30.211125,-87.660774,"USMCOB","USMCOB-RC55056",0.85,00:00:00,1,"mark-recapture",NA,10,2012-06-12,NA,NA,NA,NA,NA,"NCentral_GOA_Shelf"
"585",585,585,2012-06-13,29.653167,-88.778283,"USMCOB","USMCOB-RC54213",0.84,00:00:00,1,"mark-recapture",2.45714348554611,11,2012-06-13,28.1098361089826,26.9262062385678,22.7271339856088,0.0183111056685448,-0.0463881343603134,"NCentral_GOA_Shelf"
"586",586,586,2012-06-14,29.718,-88.797,"USMCOB","USMCOB-RC54216",0.91,00:00:00,1,"mark-recapture",2.15617281198502,11,2012-06-14,28.2233649641275,29.2751548737288,20.7327493932098,-0.0280770286917686,-0.0585955381393433,"NCentral_GOA_Shelf"
"587",587,587,2012-06-22,31.318,-81.293,"USMCOB","USMCOB-RC53107",0.97,00:00:00,2,"mark-recapture",NA,7,2012-06-22,NA,NA,NA,NA,NA,"EFL_Shelf"
"588",588,588,2012-06-26,30.221,-88.919,"USMCOB","USMCOB-RC53508",0.8,00:00:00,1,"mark-recapture",3.80636501312256,11,2012-06-26,27.9999694749713,28.1384014338255,22.598956245929,-0.00915555283427238,-0.0646992400288582,"NCentral_GOA_Shelf"
"589",589,589,2012-06-29,29.266,-88.762,"USMCOB","USMCOB-RC54010",1.07,00:00:00,2,"mark-recapture",0.193567994982004,11,2012-06-29,28.0827356725931,24.8848841786385,30.2087465766817,-0.103762932121754,-0.195928830653429,"NCentral_GOA_Shelf"
"590",590,590,2012-06-30,30.267,-87.585,"USMCOB","USMCOB-RC48851",1.32,00:00:00,2,"mark-recapture",5.04923113187154,10,2012-06-30,28.3281044885516,28.3720511421561,30.0317392218858,0.367442853748798,-0.0115970335900784,"NCentral_GOA_Shelf"
"591",591,591,2012-07-08,29.906,-88.543,"USMCOB","USMCOB-RC53151",0.97,00:00:00,2,"mark-recapture",NA,11,2012-07-08,29.3916135057807,25.754295475781,22.0969267655164,0.0537125766277313,0.0305185094475746,"NCentral_GOA_Shelf"
"592",592,592,2012-07-14,28.915,-82.698,"USMCOB","USMCOB-RC54484",0.97,00:00:00,2,"mark-recapture",NA,6,2012-07-14,30.0581377521157,30.057405307889,35.1680043619126,-0.0512710958719254,0.0964384898543358,"WFL_Shelf"
"593",593,593,2012-07-21,28.838733,-82.977533,"USMCOB","USMCOB-RC54261",0.66,00:00:00,1,"mark-recapture",NA,6,2012-07-21,29.7541733980179,29.6816614195704,35.5540635064244,-0.0109866634011269,0.0402844324707985,"WFL_Shelf"
"594",594,594,2012-08-02,28.926,-82.854,"USMCOB","USMCOB-RC53290",0.8,00:00:00,2,"mark-recapture",NA,6,2012-08-02,30.3562425523996,30.3225501179695,34.9986266344786,0.0323496200144291,-0.0177007354795933,"WFL_Shelf"
"595",595,595,2012-08-03,29.951,-84.081,"USMCOB","USMCOB-RC54018",0.76,00:00:00,1,"mark-recapture",NA,7,2012-08-03,30.0947599634528,30.0471510887146,34.5377971418202,0.0402844324707985,0.0079348124563694,"FL_Panhandle"
"596",596,596,2012-08-04,29.095,-90.194,"USMCOB","USMCOB-RC51704",1.1,00:00:00,2,"mark-recapture",NA,13,2012-08-04,30.9883419200778,31.2088076323271,22.9026154149324,0.283822137862444,0.0866725668311119,"NCentral_GOA_Shelf"
"597",597,597,2012-08-11,26.05,-97.1,"USMCOB","USMCOB-RC54982",0.7,00:00:00,1,"mark-recapture",0.352287247776985,21,2012-08-11,28.7536545842886,27.1686452776194,36.7259742692113,0.0280770286917686,0.0311288796365261,"TX_Shelf"
"598",598,598,2012-08-12,29.902,-81.255,"USMCOB","USMCOB-RC51122",0.91,00:00:00,2,"mark-recapture",1.23729598522186,7,2012-08-12,27.8710592910647,27.6308175846934,36.1705373972654,0.0274666585028172,0.198980681598186,"EFL_Shelf"
"599",599,599,2012-08-15,30.074,-84.185,"USMCOB","USMCOB-RC51593",0.76,00:00:00,2,"mark-recapture",NA,7,2012-08-15,30.0390942022204,30.0295724272728,34.4233527313918,0.0518814660608768,0.0189214758574963,"FL_Panhandle"
"600",600,600,2012-08-21,29.223833,-89.905017,"USMCOB","USMCOB-RC55023",0.99,00:00:00,1,"mark-recapture",NA,13,2012-08-21,29.5512863472104,31.1765800863504,28.4798730164766,0.0506607256829739,0.0305185094475746,"NCentral_GOA_Shelf"
"601",601,601,2012-09-16,30.241,-88.506,"USMCOB","USMCOB-RC47760",0.66,00:00:00,1,"mark-recapture",10.1690813700358,11,2012-09-16,27.3773918822408,27.3400372266769,28.7316507194191,-0.120853297412395,0.00671407207846642,"NCentral_GOA_Shelf"
"602",602,602,2012-09-23,30.257,-88.9,"USMCOB","USMCOB-RC55023",0.96,00:00:00,2,"mark-recapture",19.7135305404663,11,2012-09-23,26.6156498864293,27.2243110388517,23.52977078408,-0.0079348124563694,-0.0567644275724888,"NCentral_GOA_Shelf"
"603",603,603,2012-10-16,30.223,-88.996,"USMCOB","USMCOB-RC53508",0.93,00:00:00,2,"mark-recapture",NA,11,2012-10-16,24.8746299594641,26.0494704991579,20.6656086724252,-0.0292977690696716,-0.0592059083282948,"NCentral_GOA_Shelf"
"604",604,604,2012-10-24,30.25,-88.83,"USMCOB","USMCOB-RC54469",0.69,00:00:00,1,"mark-recapture",5.36320352554321,11,2012-10-24,24.7259437814355,24.8797570690513,24.5979186147451,-0.0817896053195,-0.0323496200144291,"NCentral_GOA_Shelf"
"605",605,605,2012-12-04,26.05,-97.1,"USMCOB","USMCOB-RC54163",0.71,00:00:00,1,"mark-recapture",1.62645697593689,21,2012-12-04,22.4018982499838,22.3227942734957,34.6140934154391,-0.00671407207846642,0.0677510909736156,"TX_Shelf"
"606",606,606,2012-12-16,26.705,-80.032,"USMCOB","USMCOB-RC51945",1.27,00:00:00,2,"mark-recapture",NA,4,2012-12-16,25.4810937792063,22.004181034863,36.2712484784424,0.0238044373691082,0.197759941220284,"EFL_Shelf"
"607",607,607,2013-01-03,24.789,-80.952,"USMCOB","USMCOB-RC54257",0.84,00:00:00,2,"mark-recapture",NA,1,2013-01-03,23.8089236095548,23.8799706995487,36.3032929133624,-0.0250251777470112,0.0610370188951492,"SFL_Shelf"
"608",608,608,2013-01-06,28.406,-80.34,"USMCOB","USMCOB-RC54025",1.17,00:00:00,2,"mark-recapture",NA,6,2013-01-06,23.0134891793132,22.9138767644763,36.2117373850197,-0.0592059083282948,0.207525864243507,"EFL_Shelf"
"609",609,609,2013-04-02,30.378,-86.862,"USMCOB","USMCOB-RC49661",1.3,00:00:00,2,"mark-recapture",NA,9,2013-04-02,19.7174901589751,21.087893307209,31.8262275774032,0.130008850246668,0.043336283415556,"FL_Panhandle"
"610",610,610,2013-04-03,24.459,-81.713,"USMCOB","USMCOB-RC46667",1.02,00:00:00,2,"mark-recapture",NA,1,2013-04-03,24.0081484392285,24.3143101260066,36.1217077821493,-0.0201422162353992,0.0775170139968395,"SFL_Shelf"
"611",611,611,2013-04-06,30.333,-87.15,"USMCOB","USMCOB-RC54112",0.94,00:00:00,2,"mark-recapture",NA,10,2013-04-06,19.124942779541,21.0102542191744,28.6843470297754,0.0970488600432873,0.112308114767075,"FL_Panhandle"
"612",612,612,2013-04-09,30.378,-86.862,"USMCOB","USMCOB-RC54004",1.12,00:00:00,2,"mark-recapture",NA,9,2013-04-09,19.8932767733932,21.1406292915344,29.6533097047359,-0.0671407207846642,0.0561540573835373,"FL_Panhandle"
"613",613,613,2013-04-12,30.315,-87.203,"USMCOB","USMCOB-RC54082",NA,00:00:00,1,"mark-recapture",NA,10,2013-04-12,20.7348551899195,20.9868160039186,28.5866877995431,0.0158696249127388,-0.141605883836746,"FL_Panhandle"
"614",614,614,2013-04-20,30.38,-86.5,"USMCOB","USMCOB-RC54030",NA,00:00:00,2,"mark-recapture",NA,9,2013-04-20,21.6928922384977,21.6965544596314,32.3999755550176,-0.00915555283427238,-0.0720236822962761,"FL_Panhandle"
"615",615,615,2013-04-20,30.383,-86.515,"USMCOB","USMCOB-RC55056",NA,00:00:00,2,"mark-recapture",NA,9,2013-04-20,21.6928922384977,21.6965544596314,32.3999755550176,-0.00915555283427238,-0.0720236822962761,"FL_Panhandle"
"616",616,616,2013-04-23,30.315,-87.203,"USMCOB","USMCOB-RC54089",0.99,00:00:00,1,"mark-recapture",NA,10,2013-04-23,20.41550950706,20.41550950706,29.0185247082263,-0.083010345697403,0.0213629566133022,"FL_Panhandle"
"617",617,617,2013-04-23,30.32,-86.144,"USMCOB","USMCOB-RC52304",0.99,00:00:00,1,"mark-recapture",NA,9,2013-04-23,21.3691518902779,21.2819910272956,33.3109530620277,-0.038453321903944,0.0317392498254776,"FL_Panhandle"
"618",618,618,2013-04-26,30.212,-85.88,"USMCOB","USMCOB-RC52305",0.64,00:00:00,1,"mark-recapture",NA,8,2013-04-26,21.9338663890958,21.9551072716713,33.4070863667876,-0.00671407207846642,-0.0427259132266045,"FL_Panhandle"
"619",619,619,2013-04-27,29.949,-84.085,"USMCOB","USMCOB-RC55492",0.94,00:00:00,1,"mark-recapture",NA,7,2013-04-27,23.6602374315262,23.6419263258576,35.2015747223049,-0.0573747977614403,0.0103762932121754,"FL_Panhandle"
"620",620,620,2013-04-27,30.212,-85.88,"USMCOB","USMCOB-RC54091",0.81,00:00:00,1,"mark-recapture",NA,8,2013-04-27,22.052522353828,22.0620441287756,33.4406567271799,0.0457777641713619,-0.00244148075580597,"FL_Panhandle"
"621",621,621,2013-04-28,30.212,-85.88,"USMCOB","USMCOB-RC54095",NA,00:00:00,1,"mark-recapture",NA,8,2013-04-28,22.2370982989669,22.2327036336064,33.4223456215113,0.0134281441569328,0.0488296151161194,"FL_Panhandle"
"622",622,622,2013-05-10,29.332,-88.296,"USMCOB","USMCOB-RC44059",1.21,00:00:00,2,"mark-recapture",NA,11,2013-05-10,22.1521347686648,20.8681600391865,27.9229102190584,0.141605883836746,0.0811792351305485,"NCentral_GOA_Shelf"
"623",623,623,2013-05-17,30.074,-84.185,"USMCOB","USMCOB-RC55492",0.94,00:00:00,2,"mark-recapture",NA,7,2013-05-17,24.503280736506,24.259376809001,35.3129672817886,-0.0244148075580597,0.0128177739679813,"FL_Panhandle"
"624",624,624,2013-05-20,30.392917,-86.507167,"USMCOB","USMCOB-RC49542",0.48,00:00:00,1,"mark-recapture",NA,9,2013-05-20,24.2586443647742,24.6746726855636,27.5124362669885,0.183111056685448,0.00427259132266045,"FL_Panhandle"
"625",625,625,2013-05-27,35.6078,-75.4675,"USMCOB","USMCOB-RC53643",0.75,00:00:00,1,"mark-recapture",NA,7,2013-05-27,NA,NA,NA,NA,NA,"EFL_Shelf"
"626",626,626,2013-05-30,30.074,-84.185,"USMCOB","USMCOB-RC53608",0.73,00:00:00,1,"mark-recapture",11.4492101669312,7,2013-05-30,27.1840266063809,27.1818292737007,35.4411450214684,-0.136112552136183,-0.0317392498254776,"FL_Panhandle"
"627",627,627,2013-06-02,29.614,-88.466,"USMCOB","USMCOB-RC50351",0.66,00:00:00,1,"mark-recapture",NA,11,2013-06-02,26.5438703522086,21.8159428685904,26.9981993827969,-0.0268562883138657,-0.12695699930191,"NCentral_GOA_Shelf"
"628",628,628,2013-06-03,30.311,-87.25,"USMCOB","USMCOB-RC52305",0.8,00:00:00,2,"mark-recapture",NA,10,2013-06-03,26.7899716123939,26.3058259785175,29.0063173044473,0.076906643807888,-0.0775170139968395,"FL_Panhandle"
"629",629,629,2013-06-06,35.776,-75.512,"USMCOB","USMCOB-RC53649",0.74,00:00:00,1,"mark-recapture",NA,7,2013-06-06,24.2542496994138,24.28208258003,35.3083895053715,-0.00854518264532089,-0.00183111056685448,"EFL_Shelf"
"630",630,630,2013-06-10,28.455,-90.398,"USMCOB","USMCOB-RC51706",1.3,00:00:00,2,"mark-recapture",NA,13,2013-06-10,27.181096829474,22.4897915571928,33.9579454623163,-0.080568864941597,-0.0250251777470112,"NCentral_GOA_Shelf"
"631",631,631,2013-06-20,30.2,-86.517,"USMCOB","USMCOB-RC54082",1.07,00:00:00,2,"mark-recapture",NA,9,2013-06-20,27.7729117646813,22.2187871932983,27.0577104762197,0.274666585028172,-0.105594042688608,"FL_Panhandle"
"632",632,632,2013-06-20,30.288,-87.427,"USMCOB","USMCOB-RC54877",0.91,00:00:00,1,"mark-recapture",NA,10,2013-06-20,28.1611072048545,25.7909176871181,23.1131931301206,0.347911007702351,0.0335703603923321,"FL_Panhandle"
"633",633,633,2013-06-22,35.911,-75.593,"USMCOB","USMCOB-RC53788",0.81,00:00:00,1,"mark-recapture",NA,7,2013-06-22,24.545762501657,24.3062532395124,34.9253822118044,0.00671407207846642,0.0653096102178097,"EFL_Shelf"
"634",634,634,2013-06-25,29.091613,-83.038337,"USMCOB","USMCOB-RC54018",0.97,00:00:00,2,"mark-recapture",NA,7,2013-06-25,30.239051476121,30.1401715055108,35.7066560536623,-0.0695822015404701,0.0573747977614403,"WFL_Shelf"
"635",635,635,2013-06-30,29.028,-90.016,"USMCOB","USMCOB-RC54091",0.97,00:00:00,2,"mark-recapture",NA,13,2013-06-30,30.239051476121,23.7737662866712,24.2683187127113,0.382091738283634,0.0524918362498283,"NCentral_GOA_Shelf"
"636",636,636,2013-07-03,28.617517,-80.405583,"USMCOB","USMCOB-RC55033",0.74,00:00:00,1,"mark-recapture",NA,6,2013-07-03,25.5118564367294,25.4349497929215,36.1278114840388,-0.11047700420022,0.664693135768175,"EFL_Shelf"
"637",637,637,2013-07-07,28.617417,-80.406,"USMCOB","USMCOB-RC55034",0.69,00:00:00,1,"mark-recapture",NA,6,2013-07-07,25.6722617223859,23.8667867034674,36.0957670491189,-0.0262459181249142,0.517593920230865,"EFL_Shelf"
"638",638,638,2013-07-10,29.763,-85.61,"USMCOB","USMCOB-RC50351",0.94,00:00:00,2,"mark-recapture",NA,8,2013-07-10,28.3845026940107,28.2380138486624,33.8984343688935,0.00244148075580597,-0.0579851679503918,"FL_Panhandle"
"639",639,639,2013-07-23,28.41,-80.584,"USMCOB","USMCOB-RC55033",0.89,00:00:00,2,"mark-recapture",NA,6,2013-07-23,NA,NA,NA,NA,NA,"EFL_Shelf"
"640",640,640,2013-07-24,30.057,-84.29,"USMCOB","USMCOB-RC55500",0.74,00:00:00,1,"mark-recapture",NA,7,2013-07-24,28.6628315001726,28.6620990559459,35.3205969091505,0.115359965711832,0.0671407207846642,"FL_Panhandle"
"641",641,641,2013-08-01,29.973,-87.21,"USMCOB","USMCOB-RC53170",0.94,00:00:00,2,"mark-recapture",NA,10,2013-08-01,29.1059602573514,24.7574388831854,23.8731040153652,0.175176244229078,-0.0543229468166828,"FL_Panhandle"
"642",642,642,2013-08-04,29.063,-90.112,"USMCOB","USMCOB-RC54216",1.23,00:00:00,2,"mark-recapture",NA,13,2013-08-04,30.7451704367995,28.5991088524461,23.4275337774307,0.264290291815996,0.160527359694242,"NCentral_GOA_Shelf"
"643",643,643,2013-08-10,28.511,-92.452,"USMCOB","USMCOB-RC52020",1.03,00:00:00,2,"mark-recapture",NA,15,2013-08-10,29.6465040966868,23.300607316196,32.2336496785283,-0.0128177739679813,0.0714133121073246,"NCentral_GOA_Shelf"
"644",644,644,2013-08-12,39.262,-76.576,"USMCOB","USMCOB-RC53788",0.94,00:00:00,2,"mark-recapture",NA,7,2013-08-12,NA,NA,NA,NA,NA,"EFL_Shelf"
"645",645,645,2013-09-09,35.911,-75.593,"USMCOB","USMCOB-RC53784",0.81,00:00:00,1,"mark-recapture",NA,7,2013-09-09,25.748435921967,25.6913052722812,34.1837824322283,-0.00915555283427238,-0.0079348124563694,"EFL_Shelf"
