"","project_shortcode","locality","latitude","longitude","length","observedweight","lengthtype","length2","length2type","datecollected","institutioncode","interaction_order","catalognumber...13","datelastmodified","timezone","yearcollected","monthcollected","daycollected","julianday","timeofday","sex","the_geom","catalognumber...23","cat_num","chlorophyll_mg_m3"
"1469","USMCOB","Marco Island, FL  (FL est",25.935,-81.738,0.81,NA,"FL",NA,NA,2001-07-06,"USM",2,"USMCOB-RC34142",2026-05-05,"UTC",2001,7,6,187,00:00:00,NA,"POINT(-81.738 25.935)","USMCOB-RC34142","USMCOB-RC34142-2",NA
"1470","USMCOB","DOG KEYS PASS, MS",30.246,-88.782,0.66,NA,"FL",0.72,"TL",1990-09-09,"USM",1,"USMCOB-RC3463",2026-05-05,"UTC",1990,9,9,252,00:00:00,NA,"POINT(-88.782 30.246)","USMCOB-RC3463","USMCOB-RC3463-1",NA
"1471","USMCOB","MARATHON, FL (GULF SIDE)",24.726,-81.089,0.81,NA,"FL",NA,NA,1991-03-15,"USM",2,"USMCOB-RC3463",2026-05-05,"UTC",1991,3,15,74,00:00:00,NA,"POINT(-81.089 24.726)","USMCOB-RC3463","USMCOB-RC3463-2",NA
"1472","USMCOB","Pensacola Beach",30.315,-87.203,0.71,NA,"FL",0.79,"TL",2001-04-15,"USM",1,"USMCOB-RC34689",2026-05-05,"UTC",2001,4,15,105,00:00:00,NA,"POINT(-87.203 30.315)","USMCOB-RC34689","USMCOB-RC34689-1",NA
"1473","USMCOB","Pensacola Beach",30.315,-87.203,1.02,NA,"FL",1.12,"TL",2001-04-08,"USM",1,"USMCOB-RC34690",2026-05-05,"UTC",2001,4,8,98,00:00:00,NA,"POINT(-87.203 30.315)","USMCOB-RC34690","USMCOB-RC34690-1",NA
"1474","USMCOB","17 mls off P'cola Pass",30.079,-87.3,1.32,NA,"FL",NA,NA,2003-06-17,"USM",2,"USMCOB-RC34690",2026-05-05,"UTC",2003,6,17,168,00:00:00,NA,"POINT(-87.3 30.079)","USMCOB-RC34690","USMCOB-RC34690-2",NA
"1475","USMCOB","Destin",30.38,-86.5,0.71,NA,"FL",0.79,"TL",2001-05-19,"USM",1,"USMCOB-RC34692",2026-05-05,"UTC",2001,5,19,139,00:00:00,NA,"POINT(-86.5 30.38)","USMCOB-RC34692","USMCOB-RC34692-1",NA
"1476","USMCOB","29o47.8N 88o17.3W",29.796667,-88.288333,1.07,NA,"FL",1.16,"TL",2004-05-01,"USM",2,"USMCOB-RC34692",2026-05-05,"UTC",2004,5,1,122,00:00:00,NA,"POINT(-88.288333 29.796667)","USMCOB-RC34692","USMCOB-RC34692-2",NA
"1477","USMCOB","8mi E of Destin",30.366,-86.36,0.81,NA,"FL",0.9,"TL",2002-04-01,"USM",1,"USMCOB-RC34698",2026-05-05,"UTC",2002,4,1,91,00:00:00,NA,"POINT(-86.36 30.366)","USMCOB-RC34698","USMCOB-RC34698-1",NA
"1478","USMCOB","Main Pass 133",29.38,-88.62,0.88,NA,"FL",0.98,"TL",2003-05-02,"USM",2,"USMCOB-RC34698",2026-05-05,"UTC",2003,5,2,122,00:00:00,NA,"POINT(-88.62 29.38)","USMCOB-RC34698","USMCOB-RC34698-2",NA
"1479","USMCOB","Pensacola Beach",30.315,-87.203,0.89,NA,"FL",0.97,"TL",2001-04-15,"USM",1,"USMCOB-RC34711",2026-05-05,"UTC",2001,4,15,105,00:00:00,NA,"POINT(-87.203 30.315)","USMCOB-RC34711","USMCOB-RC34711-1",NA
"1480","USMCOB","SW of Destin",30.378,-86.518,1.19,NA,"FL",1.32,"TL",2002-06-07,"USM",2,"USMCOB-RC34711",2026-05-05,"UTC",2002,6,7,158,00:00:00,NA,"POINT(-86.518 30.378)","USMCOB-RC34711","USMCOB-RC34711-2",NA
"1481","USMCOB","Pensacola Beach",30.315,-87.203,0.94,NA,"FL",1.02,"TL",2001-04-20,"USM",1,"USMCOB-RC34712",2026-05-05,"UTC",2001,4,20,110,00:00:00,NA,"POINT(-87.203 30.315)","USMCOB-RC34712","USMCOB-RC34712-1",NA
"1482","USMCOB","off Fourchon, LA",29.095,-90.194,NA,NA,NA,NA,NA,2001-05-15,"USM",2,"USMCOB-RC34712",2026-05-05,"UTC",2001,5,15,135,00:00:00,NA,"POINT(-90.194 29.095)","USMCOB-RC34712","USMCOB-RC34712-2",NA
"1483","USMCOB","Pensacola Beach",30.315,-87.203,0.99,NA,"FL",NA,NA,2004-04-18,"USM",1,"USMCOB-RC34748",2026-05-05,"UTC",2004,4,18,109,00:00:00,NA,"POINT(-87.203 30.315)","USMCOB-RC34748","USMCOB-RC34748-1",NA
"1484","USMCOB","Vermilion Block 217",28.703,-92.407,1.12,NA,"FL",NA,NA,2004-05-08,"USM",2,"USMCOB-RC34748",2026-05-05,"UTC",2004,5,8,129,00:00:00,NA,"POINT(-92.407 28.703)","USMCOB-RC34748","USMCOB-RC34748-2",NA
"1485","USMCOB","Pensacola Beach",30.315,-87.203,0.71,NA,"FL",0.76,"TL",2003-05-12,"USM",1,"USMCOB-RC34825",2026-05-05,"UTC",2003,5,12,132,00:00:00,NA,"POINT(-87.203 30.315)","USMCOB-RC34825","USMCOB-RC34825-1",NA
"1486","USMCOB","Pensacola",30.333,-87.15,1.04,NA,"FL",1.17,"TL",2004-04-23,"USM",2,"USMCOB-RC34825",2026-05-05,"UTC",2004,4,23,114,00:00:00,NA,"POINT(-87.15 30.333)","USMCOB-RC34825","USMCOB-RC34825-2",NA
"1487","USMCOB","Pensacola Beach",30.315,-87.203,0.97,NA,"FL",1.09,"TL",2001-04-13,"USM",1,"USMCOB-RC34992",2026-05-05,"UTC",2001,4,13,103,00:00:00,NA,"POINT(-87.203 30.315)","USMCOB-RC34992","USMCOB-RC34992-1",NA
"1488","USMCOB","Key Largo, FL (Atlantic)",25.086,-80.433,NA,NA,NA,NA,NA,2001-11-26,"USM",2,"USMCOB-RC34992",2026-05-05,"UTC",2001,11,26,330,00:00:00,NA,"POINT(-80.433 25.086)","USMCOB-RC34992","USMCOB-RC34992-2",NA
"1489","USMCOB","49 ml S of Galveston",28.568239,-94.736477,0.86,NA,"FL",0.94,"TL",2004-08-28,"USM",1,"USMCOB-RC35087",2026-05-05,"UTC",2004,8,28,241,00:00:00,NA,"POINT(-94.736477 28.568239)","USMCOB-RC35087","USMCOB-RC35087-1",NA
"1490","USMCOB","65 miles Se of Galveston",28.65,-93.981,1.03,NA,"TL",NA,NA,2005-08-21,"USM",2,"USMCOB-RC35087",2026-05-05,"UTC",2005,8,21,233,00:00:00,NA,"POINT(-93.981 28.65)","USMCOB-RC35087","USMCOB-RC35087-2",NA
"1491","USMCOB","Peace R., Punta Gorda, F",26.945,-82.068,0.85,NA,"FL",0.97,"TL",2001-04-23,"USM",1,"USMCOB-RC35104",2026-05-05,"UTC",2001,4,23,113,00:00:00,NA,"POINT(-82.068 26.945)","USMCOB-RC35104","USMCOB-RC35104-1",NA
"1492","USMCOB","Port Charlotte harbor",26.945,-82.068,0.84,NA,"FL",NA,NA,2001-05-08,"USM",2,"USMCOB-RC35104",2026-05-05,"UTC",2001,5,8,128,00:00:00,NA,"POINT(-82.068 26.945)","USMCOB-RC35104","USMCOB-RC35104-2",NA
"1493","USMCOB","Panama City Beach",30.212,-85.88,1.02,NA,"FL",1.12,"TL",2005-04-28,"USM",1,"USMCOB-RC35487",2026-05-05,"UTC",2005,4,28,118,00:00:00,NA,"POINT(-85.88 30.212)","USMCOB-RC35487","USMCOB-RC35487-1",NA
"1494","USMCOB","Port Canaveral, FL   E",28.41,-80.584,1.04,NA,"FL",NA,NA,2006-03-12,"USM",2,"USMCOB-RC35487",2026-05-05,"UTC",2006,3,12,71,00:00:00,NA,"POINT(-80.584 28.41)","USMCOB-RC35487","USMCOB-RC35487-2",NA
"1495","USMCOB","MARKER 2, W. END OF HORN ISL.",30.246,-88.782,0.66,NA,"FL",0.72,"TL",1989-08-21,"USM",1,"USMCOB-RC3549",2026-05-05,"UTC",1989,8,21,233,00:00:00,NA,"POINT(-88.782 30.246)","USMCOB-RC3549","USMCOB-RC3549-1",NA
"1496","USMCOB","SUNKEN TUG N. OF HORN ISL. MS",30.235,-88.645,0.69,NA,"FL",0.76,"TL",1989-09-10,"USM",2,"USMCOB-RC3549",2026-05-05,"UTC",1989,9,10,253,00:00:00,NA,"POINT(-88.645 30.235)","USMCOB-RC3549","USMCOB-RC3549-2",NA
"1497","USMCOB","N. POINT OF CHANDELEUR ISL.",30.043,-88.878,0.76,NA,"FL",NA,NA,1989-08-11,"USM",1,"USMCOB-RC3555",2026-05-05,"UTC",1989,8,11,223,00:00:00,NA,"POINT(-88.878 30.043)","USMCOB-RC3555","USMCOB-RC3555-1",NA
"1498","USMCOB","WEST OF MS. RIVER, 28300/46790",28.85,-90.28,1.02,NA,"FL",NA,NA,1990-04-14,"USM",2,"USMCOB-RC3555",2026-05-05,"UTC",1990,4,14,104,00:00:00,NA,"POINT(-90.28 28.85)","USMCOB-RC3555","USMCOB-RC3555-2",NA
"1499","USMCOB","6 miles S of Horn I.",30.141,-88.669,0.83,NA,"FL",NA,NA,2006-08-26,"USM",1,"USMCOB-RC35686",2026-05-05,"UTC",2006,8,26,238,00:00:00,NA,"POINT(-88.669 30.141)","USMCOB-RC35686","USMCOB-RC35686-1",NA
"1500","USMCOB","3 miles S of Horn I.",30.186,-88.686,0.84,NA,"FL",0.94,"TL",2006-09-14,"USM",2,"USMCOB-RC35686",2026-05-05,"UTC",2006,9,14,257,00:00:00,NA,"POINT(-88.686 30.186)","USMCOB-RC35686","USMCOB-RC35686-2",NA
"1501","USMCOB","MONKEY BAYOU RIGS,  LA",29.718,-88.797,0.6,NA,"FL",0.65,"TL",1989-07-18,"USM",1,"USMCOB-RC3600",2026-05-05,"UTC",1989,7,18,199,00:00:00,NA,"POINT(-88.797 29.718)","USMCOB-RC3600","USMCOB-RC3600-1",NA
"1502","USMCOB","12374.8 / 46918.7",29.594,-88.689,0.66,NA,"FL",0.74,"TL",1992-05-01,"USM",2,"USMCOB-RC3600",2026-05-05,"UTC",1992,5,1,122,00:00:00,NA,"POINT(-88.689 29.594)","USMCOB-RC3600","USMCOB-RC3600-2",NA
"1503","USMCOB","Pasc. ship channel",30.241,-88.506,0.76,NA,"TL",NA,NA,2000-06-01,"USM",1,"USMCOB-RC36390",2026-05-05,"UTC",2000,6,1,153,00:00:00,NA,"POINT(-88.506 30.241)","USMCOB-RC36390","USMCOB-RC36390-1",NA
"1504","USMCOB","Grand Isle Block 63",28.867,-90.066,1.04,NA,"FL",NA,NA,2001-10-25,"USM",2,"USMCOB-RC36390",2026-05-05,"UTC",2001,10,25,298,00:00:00,NA,"POINT(-90.066 28.867)","USMCOB-RC36390","USMCOB-RC36390-2",NA
"1505","USMCOB","20 ml off Grand Isle",28.937,-89.989,NA,NA,NA,NA,NA,2008-07-04,"USM",2,"USMCOB-RC44550",2026-05-05,"UTC",2008,7,4,186,00:00:00,NA,"POINT(-89.989 28.937)","USMCOB-RC44550","USMCOB-RC44550-2",NA
"1506","USMCOB","Charlotte Harbor",26.955,-82.06,0.69,NA,"FL",0.76,"TL",2002-08-10,"USM",1,"USMCOB-RC36450",2026-05-05,"UTC",2002,8,10,222,00:00:00,NA,"POINT(-82.06 26.955)","USMCOB-RC36450","USMCOB-RC36450-1",NA
"1507","USMCOB","Charlotte Harbor",26.955,-82.06,0.83,NA,"FL",0.91,"TL",2003-05-14,"USM",2,"USMCOB-RC36450",2026-05-05,"UTC",2003,5,14,134,00:00:00,NA,"POINT(-82.06 26.955)","USMCOB-RC36450","USMCOB-RC36450-2",NA
"1508","USMCOB","29.59.017 88.35.000",29.988056,-88.583333,0.81,NA,"FL",0.91,"TL",2002-05-03,"USM",1,"USMCOB-RC36502",2026-05-05,"UTC",2002,5,3,123,00:00:00,NA,"POINT(-88.583333 29.988056)","USMCOB-RC36502","USMCOB-RC36502-1",NA
"1509","USMCOB","Main Pass Block 265",29.347,-88.282,0.94,NA,"FL",1.08,"TL",2003-07-12,"USM",2,"USMCOB-RC36502",2026-05-05,"UTC",2003,7,12,193,00:00:00,NA,"POINT(-88.282 29.347)","USMCOB-RC36502","USMCOB-RC36502-2",NA
"1510","USMCOB","Ship Shoal Block 92",28.882,-90.774113,0.58,NA,"FL",0.64,"TL",2002-07-21,"USM",1,"USMCOB-RC36590",2026-05-05,"UTC",2002,7,21,202,00:00:00,NA,"POINT(-90.774113 28.882)","USMCOB-RC36590","USMCOB-RC36590-1",NA
"1511","USMCOB","12 miles S Key West",24.378,-81.758,1.02,NA,"TL",NA,NA,2004-04-20,"USM",2,"USMCOB-RC36590",2026-05-05,"UTC",2004,4,20,111,00:00:00,NA,"POINT(-81.758 24.378)","USMCOB-RC36590","USMCOB-RC36590-2",NA
"1512","USMCOB","RIGS S. OF PETIT BOIS ISL.",30.115,-88.45,0.89,NA,"TL",NA,NA,1989-09-15,"USM",1,"USMCOB-RC3668",2026-05-05,"UTC",1989,9,15,258,00:00:00,NA,"POINT(-88.45 30.115)","USMCOB-RC3668","USMCOB-RC3668-1",NA
"1513","USMCOB","SOMBRERO REEF, MARATHON KEY,FL",24.626,-81.111,1.09,NA,"TL",NA,NA,1990-09-12,"USM",2,"USMCOB-RC3668",2026-05-05,"UTC",1990,9,12,255,00:00:00,NA,"POINT(-81.111 24.626)","USMCOB-RC3668","USMCOB-RC3668-2",NA
"1514","USMCOB","MONKEY BAYOU RIGS",29.718,-88.797,0.66,NA,"FL",0.71,"TL",1989-06-10,"USM",1,"USMCOB-RC3676",2026-05-05,"UTC",1989,6,10,161,00:00:00,NA,"POINT(-88.797 29.718)","USMCOB-RC3676","USMCOB-RC3676-1",NA
"1515","USMCOB","20 MI. SE. OF GALVESTON, TX",29.096,-94.525,1.07,NA,"FL",1.17,"TL",1990-06-29,"USM",2,"USMCOB-RC3676",2026-05-05,"UTC",1990,6,29,180,00:00:00,NA,"POINT(-94.525 29.096)","USMCOB-RC3676","USMCOB-RC3676-2",NA
"1516","USMCOB","Bonita Beach",26.35,-81.856,0.76,NA,"FL",0.86,"TL",2003-09-22,"USM",1,"USMCOB-RC36790",2026-05-05,"UTC",2003,9,22,265,00:00:00,NA,"POINT(-81.856 26.35)","USMCOB-RC36790","USMCOB-RC36790-1",NA
"1517","USMCOB","3 miles off Naples, FL",26.136,-81.856,0.86,NA,"FL",NA,NA,2003-09-30,"USM",2,"USMCOB-RC36790",2026-05-05,"UTC",2003,9,30,273,00:00:00,NA,"POINT(-81.856 26.136)","USMCOB-RC36790","USMCOB-RC36790-2",NA
"1518","USMCOB","Pensacola",30.315,-87.203,0.66,NA,"FL",0.74,"TL",2002-04-21,"USM",1,"USMCOB-RC36802",2026-05-05,"UTC",2002,4,21,111,00:00:00,NA,"POINT(-87.203 30.315)","USMCOB-RC36802","USMCOB-RC36802-1",NA
"1519","USMCOB","Pensacola Beach",30.315,-87.203,1.19,NA,"FL",1.3,"TL",2003-03-27,"USM",1,"USMCOB-RC36816",2026-05-05,"UTC",2003,3,27,86,00:00:00,NA,"POINT(-87.203 30.315)","USMCOB-RC36816","USMCOB-RC36816-1",NA
"1520","USMCOB","30 ml S of Apalachicola",29.281,-84.953,1.19,NA,"FL",NA,NA,2003-04-21,"USM",2,"USMCOB-RC36816",2026-05-05,"UTC",2003,4,21,111,00:00:00,NA,"POINT(-84.953 29.281)","USMCOB-RC36816","USMCOB-RC36816-2",NA
"1521","USMCOB","S curves between P'cola and Navarre",30.35,-87,0.69,NA,"FL",0.76,"TL",2003-04-13,"USM",1,"USMCOB-RC36817",2026-05-05,"UTC",2003,4,13,103,00:00:00,NA,"POINT(-87.0 30.35)","USMCOB-RC36817","USMCOB-RC36817-1",NA
"1522","USMCOB","Orange Beach, AL",30.267,-87.585,0.97,NA,"TL",NA,NA,2004-03-20,"USM",2,"USMCOB-RC36817",2026-05-05,"UTC",2004,3,20,80,00:00:00,NA,"POINT(-87.585 30.267)","USMCOB-RC36817","USMCOB-RC36817-2",4.19171190261841
"1523","USMCOB","E end of Pensacola Beach",30.315,-87.1,0.71,NA,"FL",0.76,"TL",2002-04-15,"USM",1,"USMCOB-RC36866",2026-05-05,"UTC",2002,4,15,105,00:00:00,NA,"POINT(-87.1 30.315)","USMCOB-RC36866","USMCOB-RC36866-1",NA
"1524","USMCOB","Horn I. bar",30.244,-88.777,0.93,NA,"FL",NA,NA,2003-04-26,"USM",2,"USMCOB-RC36866",2026-05-05,"UTC",2003,4,26,116,00:00:00,NA,"POINT(-88.777 30.244)","USMCOB-RC36866","USMCOB-RC36866-2",NA
"1525","USMCOB","MAIN PASS, BLOCK 31",29.468,-88.95,0.76,NA,"FL",0.89,"TL",1991-08-29,"USM",1,"USMCOB-RC3711",2026-05-05,"UTC",1991,8,29,241,00:00:00,NA,"POINT(-88.95 29.468)","USMCOB-RC3711","USMCOB-RC3711-1",NA
"1526","USMCOB","APPROX 100MI SE OF CAMERON, LA",28.766,-92.124,0.94,NA,"TL",NA,NA,1992-05-31,"USM",2,"USMCOB-RC3711",2026-05-05,"UTC",1992,5,31,152,00:00:00,NA,"POINT(-92.124 28.766)","USMCOB-RC3711","USMCOB-RC3711-2",NA
"1527","USMCOB","Port Canaveral FL 9 miles out",28.395,-80.587,0.69,NA,"FL",0.79,"TL",2004-03-12,"USM",1,"USMCOB-RC37113",2026-05-05,"UTC",2004,3,12,72,00:00:00,NA,"POINT(-80.587 28.395)","USMCOB-RC37113","USMCOB-RC37113-1",NA
"1528","USMCOB","20 miles E of Daytona Beach  E",29.219,-80.667,0.9,NA,"FL",NA,NA,2005-05-29,"USM",2,"USMCOB-RC37113",2026-05-05,"UTC",2005,5,29,149,00:00:00,NA,"POINT(-80.667 29.219)","USMCOB-RC37113","USMCOB-RC37113-2",0.370994985103607
"1529","USMCOB","Port Canaveral",28.395,-80.587,0.81,NA,"FL",NA,NA,2005-04-04,"USM",1,"USMCOB-RC37118",2026-05-05,"UTC",2005,4,4,94,00:00:00,NA,"POINT(-80.587 28.395)","USMCOB-RC37118","USMCOB-RC37118-1",NA
"1530","USMCOB","Cape Canaveral 2817.23 8027.33",28.287167,-80.4555,0.89,NA,"FL",NA,NA,2006-03-05,"USM",2,"USMCOB-RC37118",2026-05-05,"UTC",2006,3,5,64,00:00:00,NA,"POINT(-80.4555 28.287167)","USMCOB-RC37118","USMCOB-RC37118-2",NA
"1531","USMCOB","MAIN PASS, BLOCK 31",29.468,-88.95,0.6,NA,"FL",0.66,"TL",1991-08-29,"USM",1,"USMCOB-RC3712",2026-05-05,"UTC",1991,8,29,241,00:00:00,NA,"POINT(-88.95 29.468)","USMCOB-RC3712","USMCOB-RC3712-1",NA
"1532","USMCOB","MAIN PASS (BLOCK 103) OFF LA",29.59,-88.85,0.86,NA,"FL",0.94,"TL",1992-08-23,"USM",2,"USMCOB-RC3712",2026-05-05,"UTC",1992,8,23,236,00:00:00,NA,"POINT(-88.85 29.59)","USMCOB-RC3712","USMCOB-RC3712-2",NA
"1533","USMCOB","9 miles out Port Canaveral",28.409854,-80.4398,0.66,NA,"FL",NA,NA,2006-03-10,"USM",1,"USMCOB-RC37139",2026-05-05,"UTC",2006,3,10,69,00:00:00,NA,"POINT(-80.4398 28.409854)","USMCOB-RC37139","USMCOB-RC37139-1",NA
"1534","USMCOB","Port Royal Sound",32.26,-80.67,NA,NA,NA,NA,NA,2006-05-20,"USM",2,"USMCOB-RC37139",2026-05-05,"UTC",2006,5,20,140,00:00:00,NA,"POINT(-80.67 32.26)","USMCOB-RC37139","USMCOB-RC37139-2",NA
"1535","USMCOB","West Delta 62",29.025,-89.652,0.91,NA,"FL",1.02,"TL",2007-09-28,"USM",1,"USMCOB-RC37181",2026-05-05,"UTC",2007,9,28,271,00:00:00,NA,"POINT(-89.652 29.025)","USMCOB-RC37181","USMCOB-RC37181-1",NA
"1536","USMCOB","Ship Shoal 214",28.498,-91.872,1.09,NA,"FL",1.24,"TL",2009-08-22,"USM",2,"USMCOB-RC37181",2026-05-05,"UTC",2009,8,22,234,00:00:00,NA,"POINT(-91.872 28.498)","USMCOB-RC37181","USMCOB-RC37181-2",NA
"1537","USMCOB","Navarre Beach",30.378,-86.862,0.86,NA,"FL",0.94,"TL",2002-04-24,"USM",1,"USMCOB-RC37237",2026-05-05,"UTC",2002,4,24,114,00:00:00,NA,"POINT(-86.862 30.378)","USMCOB-RC37237","USMCOB-RC37237-1",NA
"1538","USMCOB","3 ml E of Navarre Beach",30.378,-86.862,0.94,NA,"FL",1.02,"TL",2002-04-23,"USM",1,"USMCOB-RC37239",2026-05-05,"UTC",2002,4,23,113,00:00:00,NA,"POINT(-86.862 30.378)","USMCOB-RC37239","USMCOB-RC37239-1",NA
"1539","USMCOB","W of Morgan City  E",29.475,-91.34,NA,NA,NA,NA,NA,2003-06-26,"USM",2,"USMCOB-RC37239",2026-05-05,"UTC",2003,6,26,177,00:00:00,NA,"POINT(-91.34 29.475)","USMCOB-RC37239","USMCOB-RC37239-2",NA
"1540","USMCOB","28.55.57N 82.57.28W",28.9325,-82.957778,0.52,NA,"FL",0.58,"TL",2002-06-15,"USM",1,"USMCOB-RC37301",2026-05-05,"UTC",2002,6,15,166,00:00:00,NA,"POINT(-82.957778 28.9325)","USMCOB-RC37301","USMCOB-RC37301-1",NA
"1541","USMCOB","Middle Cape Sable",25.156,-81.14,0.86,NA,"FL",NA,NA,2004-01-06,"USM",2,"USMCOB-RC37301",2026-05-05,"UTC",2004,1,6,6,00:00:00,NA,"POINT(-81.14 25.156)","USMCOB-RC37301","USMCOB-RC37301-2",NA
"1542","USMCOB","N28 57    W82 54",28.95,-82.9,0.76,NA,"FL",0.86,"TL",2002-06-27,"USM",1,"USMCOB-RC37371",2026-05-05,"UTC",2002,6,27,178,00:00:00,NA,"POINT(-82.9 28.95)","USMCOB-RC37371","USMCOB-RC37371-1",NA
"1543","USMCOB","28.55N 82.57W",28.916667,-82.95,0.89,NA,"FL",0.97,"TL",2003-07-01,"USM",2,"USMCOB-RC37371",2026-05-05,"UTC",2003,7,1,182,00:00:00,NA,"POINT(-82.95 28.916667)","USMCOB-RC37371","USMCOB-RC37371-2",NA
"1544","USMCOB","28.57N 82.57W",28.95,-82.95,0.76,NA,"FL",0.86,"TL",2002-07-15,"USM",1,"USMCOB-RC37378",2026-05-05,"UTC",2002,7,15,196,00:00:00,NA,"POINT(-82.95 28.95)","USMCOB-RC37378","USMCOB-RC37378-1",NA
"1545","USMCOB","off Tarpon Spring, FL",28.14,-82.8,0.81,NA,"FL",0.86,"TL",2003-04-19,"USM",2,"USMCOB-RC37378",2026-05-05,"UTC",2003,4,19,109,00:00:00,NA,"POINT(-82.8 28.14)","USMCOB-RC37378","USMCOB-RC37378-2",NA
"1546","USMCOB","South of Horn Is.",30.239,-88.749,0.8,NA,"FL",0.9,"TL",2002-05-05,"USM",1,"USMCOB-RC37534",2026-05-05,"UTC",2002,5,5,125,00:00:00,NA,"POINT(-88.749 30.239)","USMCOB-RC37534","USMCOB-RC37534-1",NA
"1547","USMCOB","Block 105",29.548,-88.8,1.04,NA,"TL",NA,NA,2002-10-26,"USM",2,"USMCOB-RC37534",2026-05-05,"UTC",2002,10,26,299,00:00:00,NA,"POINT(-88.8 29.548)","USMCOB-RC37534","USMCOB-RC37534-2",NA
"1548","USMCOB","south of Petit Bois",30.202,-88.486,0.76,NA,"FL",0.81,"TL",2002-06-09,"USM",1,"USMCOB-RC37537",2026-05-05,"UTC",2002,6,9,160,00:00:00,NA,"POINT(-88.486 30.202)","USMCOB-RC37537","USMCOB-RC37537-1",NA
"1549","USMCOB","farewell buoy - Pasc. cha",30.215,-88.791,0.85,NA,"TL",NA,NA,2002-08-29,"USM",2,"USMCOB-RC37537",2026-05-05,"UTC",2002,8,29,241,00:00:00,NA,"POINT(-88.791 30.215)","USMCOB-RC37537","USMCOB-RC37537-2",NA
"1550","USMCOB","Phillips Inlet, FL",30.271,-85.986,1.02,NA,"FL",NA,NA,2003-04-16,"USM",1,"USMCOB-RC37659",2026-05-05,"UTC",2003,4,16,106,00:00:00,NA,"POINT(-85.986 30.271)","USMCOB-RC37659","USMCOB-RC37659-1",NA
"1551","USMCOB","Main Pass 138     est wt",29.345,-88.81,NA,NA,NA,NA,NA,2004-05-23,"USM",2,"USMCOB-RC37659",2026-05-05,"UTC",2004,5,23,144,00:00:00,NA,"POINT(-88.81 29.345)","USMCOB-RC37659","USMCOB-RC37659-2",NA
"1552","USMCOB","2 ml N of Jupiter, 0.5 mile offshor",26.964227,-80.066878,0.66,NA,"FL",0.75,"TL",2004-08-24,"USM",1,"USMCOB-RC37683",2026-05-05,"UTC",2004,8,24,237,00:00:00,NA,"POINT(-80.066878 26.964227)","USMCOB-RC37683","USMCOB-RC37683-1",NA
"1553","USMCOB","Naples, FL - 5 ml offshore",26.14,-81.81,1.02,NA,"FL",NA,NA,2006-05-13,"USM",2,"USMCOB-RC37683",2026-05-05,"UTC",2006,5,13,133,00:00:00,NA,"POINT(-81.81 26.14)","USMCOB-RC37683","USMCOB-RC37683-2",NA
"1554","USMCOB","Dog Keys Pass",30.246,-88.782,0.85,NA,"FL",0.89,"TL",2003-03-28,"USM",1,"USMCOB-RC37801",2026-05-05,"UTC",2003,3,28,87,00:00:00,NA,"POINT(-88.782 30.246)","USMCOB-RC37801","USMCOB-RC37801-1",NA
"1555","USMCOB","25 ml S of Perdido Pass",29.908,-87.556,0.91,NA,"FL",NA,NA,2003-08-02,"USM",2,"USMCOB-RC37801",2026-05-05,"UTC",2003,8,2,214,00:00:00,NA,"POINT(-87.556 29.908)","USMCOB-RC37801","USMCOB-RC37801-2",NA
"1556","USMCOB","29 31.64N 88 36.55W",29.527333,-88.609167,0.84,NA,"FL",0.89,"TL",2005-05-14,"USM",1,"USMCOB-RC37824",2026-05-05,"UTC",2005,5,14,134,00:00:00,NA,"POINT(-88.609167 29.527333)","USMCOB-RC37824","USMCOB-RC37824-1",NA
"1557","USMCOB","Grand Isle Block 94",28.54,-90.11,0.97,NA,"FL",NA,NA,2006-05-09,"USM",2,"USMCOB-RC37824",2026-05-05,"UTC",2006,5,9,129,00:00:00,NA,"POINT(-90.11 28.54)","USMCOB-RC37824","USMCOB-RC37824-2",NA
"1558","USMCOB","29 32.582N 88 37.062W",29.543033,-88.6177,0.79,NA,"FL",0.89,"TL",2005-05-14,"USM",1,"USMCOB-RC37830",2026-05-05,"UTC",2005,5,14,134,00:00:00,NA,"POINT(-88.6177 29.543033)","USMCOB-RC37830","USMCOB-RC37830-1",NA
"1559","USMCOB","Grand Isle Block 90   E",28.58,-90.07,1.14,NA,"TL",NA,NA,2008-05-09,"USM",2,"USMCOB-RC37830",2026-05-05,"UTC",2008,5,9,130,00:00:00,NA,"POINT(-90.07 28.58)","USMCOB-RC37830","USMCOB-RC37830-2",2.00079399347305
"1560","USMCOB","Destin",30.38,-86.5,0.89,NA,"FL",0.91,"TL",2003-04-16,"USM",1,"USMCOB-RC38001",2026-05-05,"UTC",2003,4,16,106,00:00:00,NA,"POINT(-86.5 30.38)","USMCOB-RC38001","USMCOB-RC38001-1",NA
"1561","USMCOB","Grand Isle Block 120",28.528,-90.027,0.99,NA,"FL",NA,NA,2003-08-02,"USM",2,"USMCOB-RC38001",2026-05-05,"UTC",2003,8,2,214,00:00:00,NA,"POINT(-90.027 28.528)","USMCOB-RC38001","USMCOB-RC38001-2",NA
"1562","USMCOB","Hurbert",30.393,-86.688,0.91,NA,"FL",1.07,"TL",2003-04-23,"USM",1,"USMCOB-RC38022",2026-05-05,"UTC",2003,4,23,113,00:00:00,NA,"POINT(-86.688 30.393)","USMCOB-RC38022","USMCOB-RC38022-1",NA
